ranking,titulo,anio,puntaje,genero,votos,direccion,duracion,ganancias
278,Twilight,2008,5.2,"Drama, Fantasía, Romántica",382226,Catherine Hardwicke,122,191.47
279,Rear Window,1954,8.5,"Misterio, Suspenso",382118,Alfred Hitchcock,112,36.76
280,Home Alone,1990,7.5,"Comedia, Familiar",381633,Chris Columbus,103,285.76
281,The Hurt Locker,2008,7.6,"Drama, Suspenso, Guerra",380922,Kathryn Bigelow,131,17.02
282,The Incredible Hulk,2008,6.8,"Acción, Aventura, Ciencia Ficción",380629,Louis Leterrier,112,134.52
283,Dawn of the Planet of the Apes,2014,7.6,"Acción, Aventura, Drama",379610,Matt Reeves,130,208.55
284,The Help,2011,8.1,Drama,379567,Tate Taylor,146,169.71
285,Rush,2013,8.1,"Acción, Biografía, Drama",379551,Ron Howard,123,26.95
286,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,"Acción, Aventura, Fantasía",378937,Steven Spielberg,122,317.1
287,Mystic River,2003,8,"Crimen, Drama, Misterio",378600,Clint Eastwood,138,90.14
288,War of the Worlds,2005,6.5,"Aventura, Ciencia Ficción, Suspenso",376642,Steven Spielberg,116,234.28
289,Beauty and the Beast,1991,8,"Animación, Familiar, Fantasía",376089,Gary Trousdale,84,218.97
290,Captain Phillips,2013,7.8,"Biografía, Drama, Suspenso",375852,Paul Greengrass,134,107.1
291,The Girl with the Dragon Tattoo,2011,7.8,"Crimen, Drama, Misterio",375842,David Fincher,158,102.52
292,The Conjuring,2013,7.5,"Horror, Misterio, Suspenso",375621,James Wan,112,137.4
293,The Amazing Spider-Man 2,2014,6.6,"Acción, Aventura, Ciencia Ficción",374771,Marc Webb,142,202.85
294,The Maze Runner,2014,6.8,"Acción, Misterio, Ciencia Ficción",374276,Wes Ball,113,102.43
295,Charlie and the Chocolate Factory,2005,6.7,"Aventura, Comedia, Familiar",374228,Tim Burton,115,206.46
296,The Day After Tomorrow,2004,6.4,"Acción, Aventura, Ciencia Ficción",374043,Roland Emmerich,124,186.74
297,Zodiac,2007,7.7,"Crimen, Drama, Misterio",373282,David Fincher,157,33.08
298,Quantum of Solace,2008,6.6,"Acción, Aventura, Suspenso",368288,Marc Forster,106,168.37
299,Fury,2014,7.6,"Acción, Drama, Guerra",367058,David Ayer,134,85.82
300,Love Actually,2003,7.6,"Comedia, Drama, Romántica",366783,Richard Curtis,135,59.7
301,Spider-Man Homecoming,2017,7.5,"Acción, Aventura, Ciencia Ficción",366656,Jon Watts,133,334.2
302,The Hunger Games: Mockingjay - Part 1,2014,6.7,"Acción, Aventura, Ciencia Ficción",364896,Francis Lawrence,123,337.14
303,Shrek 2,2004,7.2,"Animación, Aventura, Comedia",364445,Andrew Adamson,93,436.47
304,Die Hard 4.0,2007,7.1,"Acción, Aventura, Suspenso",364151,Len Wiseman,128,134.53
305,Lost in Translation,2003,7.8,Drama,364097,Sofia Coppola,102,44.59
306,Kung Fu Panda,2008,7.6,"Animación, Acción, Aventura",363871,Mark Osborne,92,215.43
307,The Da Vinci Code,2006,6.6,"Misterio, Suspenso",361595,Ron Howard,149,217.54
308,We're the Millers,2013,7,"Comedia, Crimen",360972,Rawson Marshall Thurber,110,150.39
309,Gangs of New York,2002,7.5,"Crimen, Drama",360648,Martin Scorsese,167,77.81
310,Armageddon,1998,6.6,"Acción, Aventura, Ciencia Ficción",360318,Michael Bay,151,201.57
311,The Last Samurai,2003,7.7,"Acción, Drama, Histórico",359662,Edward Zwick,154,111.11
312,Zootropolis,2016,8,"Animación, Aventura, Comedia",358823,Byron Howard,108,341.27
313,Transformers: Dark of the Moon,2011,6.3,"Acción, Aventura, Ciencia Ficción",358091,Michael Bay,154,352.39
314,American Gangster,2007,7.8,"Biografía, Crimen, Drama",357484,Ridley Scott,157,130.16
315,The Mummy,1999,7,"Acción, Aventura, Fantasía",356961,Stephen Sommers,124,155.25
316,King Kong,2005,7.2,"Acción, Aventura, Drama",356854,Peter Jackson,187,218.08
317,Transformers: Revenge of the Fallen,2009,6,"Acción, Aventura, Ciencia Ficción",356457,Michael Bay,150,402.11
318,The Terminal,2004,7.3,"Comedia, Drama, Romántica",352958,Steven Spielberg,128,77.87
319,In Bruges,2008,7.9,"Comedia, Crimen, Drama",351719,Martin McDonagh,107,7.76
320,The 40 Year-Old Virgin,2005,7.1,"Comedia, Romántica",351699,Judd Apatow,116,109.45
321,Citizen Kane,1941,8.4,"Drama, Misterio",351332,Orson Welles,119,1.59
322,This is the End,2013,6.6,"Comedia, Fantasía",351249,Evan Goldberg,107,101.47
323,Tangled,2010,7.8,"Animación, Aventura, Comedia",349583,Nathan Greno,100,200.82
324,Big Hero 6,2014,7.8,"Animación, Acción, Aventura",349288,Don Hall,102,222.53
325,Dead Poets Society,1989,8.1,"Comedia, Drama",348560,Peter Weir,128,95.86
326,Alice in Wonderland,2010,6.5,"Aventura, Familiar, Fantasía",347838,Tim Burton,108,334.19
327,Mission: Impossible,1996,7.1,"Acción, Aventura, Suspenso",347444,Brian De Palma,110,180.98
328,Midnight in Paris,2011,7.7,"Comedia, Fantasía, Romántica",346366,Woody Allen,94,56.82
329,Training Day,2001,7.7,"Crimen, Drama, Suspenso",346230,Antoine Fuqua,122,76.63
330,The Princess Bride,1987,8.1,"Aventura, Familiar, Fantasía",345662,Rob Reiner,98,30.86
331,American Pie,1999,7,Comedia,344763,Paul Weitz,95,102.56
332,Tropic Thunder,2008,7,"Acción, Aventura, Comedia",343513,Ben Stiller,107,110.52
333,Saw,2004,7.6,"Horror, Misterio, Suspenso",343009,James Wan,103,56
334,Cloverfield,2008,7,"Acción, Horror, Ciencia Ficción",342450,Matt Reeves,85,80.05
335,Back to the Future Part III,1990,7.4,"Aventura, Comedia, Ciencia Ficción",342129,Robert Zemeckis,118,87.73
336,The Theory of Everything,2014,7.7,"Biografía, Drama, Romántica",341865,James Marsh,123,35.89
337,Spotlight,2015,8.1,"Crimen, Drama, Histórico",341183,Tom McCarthy,129,45.06
338,Platoon,1986,8.1,"Drama, Guerra",341065,Oliver Stone,120,138.53
339,Terminator 3: Rise of the Machines,2003,6.3,"Acción, Ciencia Ficción",340956,Jonathan Mostow,109,150.37
340,Get Out,2017,7.7,"Horror, Misterio, Suspenso",340824,Jordan Peele,104,176.04
341,Spectre,2015,6.8,"Acción, Aventura, Suspenso",340807,Sam Mendes,148,200.07
342,The Wizard of Oz,1939,8,"Aventura, Familiar, Fantasía",340733,Victor Fleming,102,22.2
343,Blade Runner 2049,2017,8,"Drama, Misterio, Ciencia Ficción",340588,Denis Villeneuve,164,92.05
344,Hacksaw Ridge,2016,8.1,"Biografía, Drama, Histórico",339420,Mel Gibson,139,67.21
345,Furious 6,2013,7.1,"Acción, Crimen, Suspenso",338606,Justin Lin,130,238.68
346,In Time,2011,6.7,"Acción, Ciencia Ficción, Suspenso",338465,Andrew Niccol,109,37.52
347,It's a Wonderful Life,1946,8.6,"Drama, Familiar, Fantasía",337782,Frank Capra,130,7.27
348,Godzilla,2014,6.4,"Acción, Aventura, Ciencia Ficción",337636,Gareth Edwards,123,200.68
349,28 Days Later...,2002,7.6,"Drama, Horror, Ciencia Ficción",337118,Danny Boyle,113,45.06
350,Bruce Almighty,2003,6.7,"Comedia, Drama, Fantasía",336276,Tom Shadyac,101,242.83
351,Predator,1987,7.8,"Acción, Ciencia Ficción, Suspenso",335110,John McTiernan,107,59.74
352,X-Men: Apocalypse,2016,7,"Acción, Aventura, Ciencia Ficción",333399,Bryan Singer,144,155.44
353,Wanted,2008,6.7,"Acción, Crimen, Fantasía",332605,Timur Bekmambetov,110,134.51
354,Despicable Me 2,2013,7.4,"Animación, Aventura, Comedia",332082,Pierre Coffin,98,368.06
355,Die Hard: With a Vengeance,1995,7.6,"Acción, Aventura, Suspenso",332067,John McTiernan,128,100.01
356,The Illusionist,2006,7.6,"Drama, Misterio, Romántica",330928,Neil Burger,110,39.87
357,Baby Driver,2017,7.6,"Acción, Crimen, Drama",330580,Edgar Wright,112,107.83
358,The Lost World: Jurassic Park,1997,6.5,"Acción, Aventura, Ciencia Ficción",330433,Steven Spielberg,129,229.09
359,Black Hawk Down,2001,7.7,"Drama, Histórico, Guerra",329793,Ridley Scott,144,108.64
360,Unforgiven,1992,8.2,"Drama, Oeste",328650,Clint Eastwood,130,101.16
361,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,"Aventura, Familiar, Fantasía",328110,Andrew Adamson,143,291.71
362,Collateral,2004,7.5,"Crimen, Drama, Suspenso",327435,Michael Mann,120,101.01
363,The Devil Wears Prada,2006,6.9,"Comedia, Drama",327174,David Frankel,109,124.74
364,The Cabin in the Woods,2012,7,"Comedia, Horror",326341,Drew Goddard,95,42.07
365,Fast & Furious 7,2015,7.2,"Acción, Crimen, Suspenso",326159,James Wan,137,353.01
366,Scott Pilgrim vs. the World,2010,7.5,"Acción, Comedia, Fantasía",325766,Edgar Wright,112,31.49
367,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,Comedia,325563,Larry Charles,84,128.51
368,E.T. the Extra-Terrestrial,1982,7.9,"Familiar, Ciencia Ficción",325439,Steven Spielberg,115,435.11
369,Knocked Up,2007,7,"Comedia, Romántica",324908,Judd Apatow,129,148.73
370,Amadeus,1984,8.3,"Biografía, Drama, Histórico",324211,Milos Forman,160,51.97
371,Brave,2012,7.1,"Animación, Aventura, Comedia",323424,Mark Andrews,93,237.28
372,Stand by Me,1986,8.1,"Aventura, Drama",323379,Rob Reiner,89,52.29
373,Ocean's Twelve,2004,6.5,"Crimen, Suspenso",322800,Steven Soderbergh,125,125.54
374,Life of Brian,1979,8.1,Comedia,321786,Terry Jones,94,20.05
375,The Exorcist,1973,8,Horror,321334,William Friedkin,122,232.91
376,The Machinist,2004,7.7,"Drama, Suspenso",321223,Brad Anderson,101,1.08
377,Fast & Furious 5,2011,7.3,"Acción, Crimen, Suspenso",321141,Justin Lin,130,209.84
378,Dumb and Dumber,1994,7.3,Comedia,320947,Peter Farrelly,107,127.18
379,Fantastic Beasts and Where to Find Them,2016,7.4,"Aventura, Familiar, Fantasía",320931,David Yates,133,234.04
380,Easy A,2010,7.1,"Comedia, Drama, Romántica",319622,Will Gluck,92,58.4
381,Wreck-It Ralph,2012,7.7,"Animación, Aventura, Comedia",319614,Rich Moore,101,189.42
382,Cloud Atlas,2012,7.5,"Acción, Drama, Misterio",319356,Tom Tykwer,172,27.11
383,2012,2009,5.8,"Acción, Aventura, Ciencia Ficción",318941,Roland Emmerich,158,166.11
384,The Thing,1982,8.1,"Horror, Misterio, Ciencia Ficción",317593,John Carpenter,109,13.78
385,The Godfather: Part III,1990,7.6,"Crimen, Drama",317490,Francis Ford Coppola,162,66.67
386,Moneyball,2011,7.6,"Biografía, Drama, Deportes",317419,Bennett Miller,133,75.61
387,Face/Off,1997,7.3,"Acción, Crimen, Ciencia Ficción",317159,John Woo,138,112.23
388,It,2017,7.4,"Horror, Suspenso",315870,Andy Muschietti,135,327.48
389,Madagascar,2005,6.9,"Animación, Aventura, Comedia",315310,Eric Darnell,86,193.6
390,The Italian Job,2003,7,"Acción, Crimen, Suspenso",314968,F. Gary Gray,111,106.13
391,127 Hours,2010,7.6,"Aventura, Biografía, Drama",314796,Danny Boyle,94,18.34
392,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,"Drama, Horror, Musical",314774,Tim Burton,116,52.9
393,Super 8,2011,7,"Misterio, Ciencia Ficción, Suspenso",314561,J.J. Abrams,112,127
394,The Town,2010,7.6,"Crimen, Drama, Suspenso",314234,Ben Affleck,125,92.19
395,Terminator Salvation,2009,6.6,"Acción, Aventura, Ciencia Ficción",313432,McG,115,125.32
396,Ghostbusters,1984,7.8,"Acción, Comedia, Fantasía",313186,Ivan Reitman,105,238.63
397,Cars,2006,7.1,"Animación, Comedia, Familiar",312594,John Lasseter,117,244.08
398,The Fast and the Furious,2001,6.8,"Acción, Crimen, Suspenso",310889,Rob Cohen,106,144.53
399,The Lives of Others,2006,8.4,"Drama, Suspenso",310304,Florian Henckel von Donnersmarck,137,11.29
400,Sicario,2015,7.6,"Acción, Crimen, Drama",309927,Denis Villeneuve,121,46.89
401,Boyhood,2014,7.9,Drama,308492,Richard Linklater,165,25.38
402,22 Jump Street,2014,7,"Acción, Comedia, Crimen",308485,Phil Lord,112,191.72
403,Friends with Benefits,2011,6.6,"Comedia, Romántica",308230,Will Gluck,109,55.8
404,The Fighter,2010,7.8,"Biografía, Drama, Deportes",308187,David O. Russell,116,93.62
405,Unbreakable,2000,7.3,"Drama, Misterio, Ciencia Ficción",307482,M. Night Shyamalan,106,95.01
406,Aladdin,1992,8,"Animación, Aventura, Comedia",307112,Ron Clements,90,217.35
407,Wedding Crashers,2005,7,"Comedia, Romántica",307078,David Dobkin,119,209.22
408,The Breakfast Club,1985,7.9,"Comedia, Drama",306619,John Hughes,97,45.88
409,Vertigo,1958,8.3,"Misterio, Romántica, Suspenso",306510,Alfred Hitchcock,128,3.2
410,The Others,2001,7.6,"Horror, Misterio, Suspenso",305795,Alejandro Amenábar,101,96.52
411,Inside Man,2006,7.6,"Crimen, Drama, Misterio",305586,Spike Lee,129,88.51
412,Hotel Rwanda,2004,8.1,"Biografía, Drama, Histórico",305476,Terry George,121,23.53
413,Signs,2002,6.7,"Drama, Misterio, Ciencia Ficción",305406,M. Night Shyamalan,106,227.97
414,The Game,1997,7.8,"Drama, Misterio, Suspenso",304379,David Fincher,129,48.32
415,Batman,1989,7.6,"Acción, Aventura",303963,Tim Burton,126,251.19
416,The Mask,1994,6.9,"Comedia, Fantasía",303852,Chuck Russell,101,119.94
417,Die Hard 2,1990,7.1,"Acción, Suspenso",303538,Renny Harlin,124,117.54
418,Moon,2009,7.9,"Drama, Misterio, Ciencia Ficción",302851,Duncan Jones,97,5.01
419,Yes Man,2008,6.8,"Comedia, Romántica",302765,Peyton Reed,104,97.69
420,The Fault in our Stars,2014,7.7,"Drama, Romántica",302534,Josh Boone,126,124.87
421,Men in Black II,2002,6.1,"Acción, Aventura, Comedia",300722,Barry Sonnenfeld,88,190.42
422,The Expendables,2010,6.5,"Acción, Aventura, Suspenso",300642,Sylvester Stallone,103,103.07
423,Anchorman: The Legend of Ron Burgundy,2004,7.2,Comedia,300194,Adam McKay,94,85.29
424,The Aviator,2004,7.5,"Biografía, Drama, Histórico",299257,Martin Scorsese,170,102.61
425,Man on Fire,2004,7.7,"Acción, Crimen, Drama",298997,Tony Scott,146,77.91
426,Sleepy Hollow,1999,7.4,"Fantasía, Horror, Misterio",298615,Tim Burton,105,101.07
427,Men in Black 3,2012,6.8,"Acción, Aventura, Comedia",298051,Barry Sonnenfeld,106,179.02
428,Due Date,2010,6.6,"Aventura, Comedia, Drama",297521,Todd Phillips,95,100.54
429,50 First Dates,2004,6.8,"Comedia, Drama, Romántica",296289,Peter Segal,99,120.91
430,Mission: Impossible III,2006,6.9,"Acción, Aventura, Suspenso",296059,J.J. Abrams,126,134.03
431,Mission: Impossible - Rogue Nation,2015,7.4,"Acción, Aventura, Suspenso",296029,Christopher McQuarrie,131,195.04
432,50/50,2011,7.7,"Comedia, Drama, Romántica",295343,Jonathan Levine,100,35.01
433,Up in the Air,2009,7.4,"Drama, Romántica",295116,Jason Reitman,109,83.82
434,Flight,2012,7.3,"Drama, Suspenso",294478,Robert Zemeckis,138,93.77
435,Downfall,2004,8.2,"Biografía, Drama, Histórico",294286,Oliver Hirschbiegel,156,5.51
436,Maleficent,2014,7,"Acción, Aventura, Familiar",293827,Robert Stromberg,97,241.41
437,The Devil's Advocate,1997,7.5,"Drama, Misterio, Suspenso",293573,Taylor Hackford,144,60.98
438,Speed,1994,7.2,"Acción, Aventura, Crimen",293508,Jan de Bont,116,121.25
439,Deadpool 2,2018,7.8,"Acción, Aventura, Comedia",293332,David Leitch,119,318.49
440,Split,2016,7.3,"Horror, Suspenso",292052,M. Night Shyamalan,117,138.29
441,Justice League,2017,6.5,"Acción, Aventura, Fantasía",291354,Zack Snyder,120,229.02
442,Brokeback Mountain,2005,7.7,"Drama, Romántica",291338,Ang Lee,134,83.04
443,Room,2015,8.2,"Drama, Suspenso",291082,Lenny Abrahamson,118,14.68
444,Fantastic Four,2005,5.7,"Acción, Aventura, Fantasía",290872,Tim Story,106,154.7
445,The Lego Movie,2014,7.8,"Animación, Acción, Aventura",290865,Phil Lord,100,257.76
446,The Big Short,2015,7.8,"Biografía, Comedia, Drama",290328,Adam McKay,130,70.26
447,The Ring,2002,7.1,"Horror, Misterio",290305,Gore Verbinski,115,129.13
448,Mean Girls,2004,7,Comedia,290028,Mark Waters,97,86.06
449,Ocean's Thirteen,2007,6.9,"Crimen, Suspenso",289806,Steven Soderbergh,122,117.15
450,Tron,2010,6.8,"Acción, Aventura, Fantasía",289698,Joseph Kosinski,125,172.06
451,"Three Billboards Outside Ebbing, Missouri",2017,8.2,"Comedia, Crimen, Drama",289654,Martin McDonagh,115,54.51
452,Equilibrium,2002,7.5,"Acción, Drama, Ciencia Ficción",289560,Kurt Wimmer,107,1.2
453,Passengers,2016,7,"Drama, Romántica, Ciencia Ficción",287733,Morten Tyldum,116,100.01
454,Meet the Parents,2000,7,"Comedia, Romántica",287008,Jay Roach,108,166.24
455,Pearl Harbor,2001,6.1,"Acción, Drama, Histórico",286347,Michael Bay,183,198.54
456,The Rock,1996,7.4,"Acción, Aventura, Suspenso",286115,Michael Bay,136,134.07
457,Pineapple Express,2008,7,"Acción, Comedia, Crimen",285318,David Gordon Green,111,87.34
458,Shooter,2007,7.2,"Acción, Crimen, Drama",284878,Antoine Fuqua,124,47
459,The Simpsons Movie,2007,7.3,"Animación, Aventura, Comedia",284737,David Silverman,87,183.14
460,3 Idiots,2009,8.4,"Comedia, Drama",284324,Rajkumar Hirani,170,6.53
461,Lucky Number Slevin,2006,7.8,"Crimen, Drama, Misterio",284276,Paul McGuigan,110,22.49
462,The Island,2005,6.9,"Acción, Aventura, Romántica",283845,Michael Bay,136,35.82
463,The Equalizer,2014,7.2,"Acción, Crimen, Suspenso",283539,Antoine Fuqua,132,101.53
464,Being John Malkovich,1999,7.8,"Comedia, Drama, Fantasía",282299,Spike Jonze,113,22.86
465,Moonrise Kingdom,2012,7.8,"Aventura, Comedia, Drama",281976,Wes Anderson,94,45.51
466,Mulholland Drive,2001,8,"Drama, Misterio, Suspenso",281504,David Lynch,147,7.22
467,Mission: Impossible II,2000,6.1,"Acción, Aventura, Suspenso",280861,John Woo,123,215.41
468,Princess Mononoke,1997,8.4,"Animación, Aventura, Fantasía",280623,Hayao Miyazaki,134,2.38
469,Ferris Bueller's Day Off,1986,7.8,Comedia,280251,John Hughes,103,70.14
470,Monsters University,2013,7.3,"Animación, Aventura, Comedia",279625,Dan Scanlon,104,268.49
471,National Treasure,2004,6.9,"Acción, Aventura, Familiar",279543,Jon Turteltaub,131,173.01
472,The Interview,2014,6.6,Comedia,279106,Evan Goldberg,112,6.11
473,Real Steel,2011,7.1,"Acción, Drama, Familiar",278828,Shawn Levy,127,85.47
474,Burn After Reading,2008,7,"Comedia, Crimen, Drama",278689,Ethan Coen,96,60.36
475,Raging Bull,1980,8.2,"Biografía, Drama, Deportes",277629,Martin Scorsese,129,23.38
476,Hugo,2011,7.5,"Aventura, Drama, Familiar",277471,Martin Scorsese,126,73.86
477,Les Misérables,2012,7.6,"Drama, Histórico, Musical",277301,Tom Hooper,158,148.81
478,The Mummy Returns,2001,6.3,"Acción, Aventura, Fantasía",276681,Stephen Sommers,130,202.02
479,Hellboy,2004,6.9,"Acción, Fantasía, Horror",276479,Guillermo del Toro,122,59.62
480,Click,2006,6.4,"Comedia, Drama, Fantasía",276076,Frank Coraci,107,137.36
481,Transformers: Age of Extinction,2014,5.7,"Acción, Aventura, Ciencia Ficción",275978,Michael Bay,165,245.44
482,The Deer Hunter,1978,8.1,"Drama, Guerra",275432,Michael Cimino,183,48.98
483,Night at the Museum,2006,6.4,"Aventura, Comedia, Familiar",275202,Shawn Levy,108,250.86
484,Jack Reacher,2012,7,"Acción, Crimen, Suspenso",275153,Christopher McQuarrie,130,80.07
485,True Grit,2010,7.6,"Aventura, Drama, Oeste",273852,Ethan Coen,110,171.24
486,The Wrestler,2008,7.9,"Drama, Deportes",273134,Darren Aronofsky,109,26.24
487,Jackie Brown,1997,7.5,"Crimen, Drama, Suspenso",272436,Quentin Tarantino,154,39.67
488,Seven Samurai,1954,8.7,"Aventura, Drama",272331,Akira Kurosawa,207,0.27
489,Lord of War,2005,7.6,"Crimen, Drama, Suspenso",271943,Andrew Niccol,122,24.15
490,The Expendables 2,2012,6.6,"Acción, Aventura, Suspenso",271622,Simon West,103,85.02
491,Salt,2010,6.4,"Acción, Misterio, Suspenso",271514,Phillip Noyce,100,118.31
492,Hitch,2005,6.6,"Comedia, Romántica",271188,Andy Tennant,118,179.5
493,Total Recall,1990,7.5,"Acción, Ciencia Ficción, Suspenso",270775,Paul Verhoeven,113,119.39
494,Fifty Shades of Grey,2015,4.1,"Drama, Romántica, Suspenso",269653,Sam Taylor-Johnson,125,166.17
495,Howl's Moving Castle,2004,8.2,"Animación, Aventura, Familiar",269597,Hayao Miyazaki,119,4.71
496,Deja Vu,2006,7.1,"Acción, Crimen, Ciencia Ficción",269171,Tony Scott,126,64.04
497,There's Something About Mary,1998,7.1,"Comedia, Romántica",269048,Bobby Farrelly,119,176.48
498,Constantine,2005,7,"Acción, Drama, Fantasía",268867,Francis Lawrence,121,75.98
499,The Secret Life of Walter Mitty,2013,7.3,"Aventura, Comedia, Drama",268722,Ben Stiller,114,58.24
500,A.I. Artificial Intelligence,2001,7.1,"Aventura, Drama, Ciencia Ficción",268324,Steven Spielberg,146,78.62
501,Babel,2006,7.5,Drama,267737,Alejandro G. Iñárritu,143,34.3
502,Interview with the Vampire: The Vampire Chronicles,1994,7.6,"Drama, Horror",267706,Neil Jordan,123,105.26
503,Jumper,2008,6.1,"Acción, Aventura, Ciencia Ficción",266362,Doug Liman,88,80.17
504,Taken 2,2012,6.3,"Acción, Crimen, Suspenso",266328,Olivier Megaton,92,139.85
505,Once Upon a Time in America,1984,8.4,"Crimen, Drama",265566,Sergio Leone,229,5.32
506,RED,2010,7.1,"Acción, Comedia, Crimen",265556,Robert Schwentke,111,90.38
507,Magnolia,1999,8,Drama,264570,Paul Thomas Anderson,188,22.46
508,Apocalypto,2006,7.8,"Acción, Aventura, Drama",264486,Mel Gibson,139,50.87
